UF;NOME DA REGIAO DE SAUDE;COD. DA REGIAO DE SAUDE;NOME DO MUNICIPIO;COD. IBGE DO MUNICIPIO
GO;SUDOESTE I;52015;RIO VERDE;521880
GO;SUDOESTE I;52015;SANTA HELENA DE GOIAS;521930
GO;SUDOESTE I;52015;SANTO ANTONIO DA BARRA;521971
GO;SUDOESTE I;52015;SAO SIMAO;522040
GO;SUDOESTE I;52015;TURVELANDIA;522155
GO;SUDOESTE II;52016;APORE;520150
GO;SUDOESTE II;52016;CAIAPONIA;520440
GO;SUDOESTE II;52016;CHAPADAO DO CEU;520547
GO;SUDOESTE II;52016;DOVERLANDIA;520725
GO;SUDOESTE II;52016;JATAI;521190
GO;SUDOESTE II;52016;MINEIROS;521310
GO;SUDOESTE II;52016;PEROLANDIA;521645
GO;SUDOESTE II;52016;PORTELANDIA;521810
GO;SUDOESTE II;52016;SANTA RITA DO ARAGUAIA;521940
GO;SUDOESTE II;52016;SERRANOPOLIS;522050
GO;SUL;52017;AGUA LIMPA;520020
GO;SUL;52017;ALOANDIA;520050
GO;SUL;52017;BOM JESUS DE GOIAS;520350
GO;SUL;52017;BURITI ALEGRE;520390
GO;SUL;52017;CACHOEIRA DOURADA;520425
GO;SUL;52017;GOIATUBA;520910
GO;SUL;52017;GOUVELANDIA;520915
GO;SUL;52017;INACIOLANDIA;520993
GO;SUL;52017;ITUMBIARA;521150
GO;SUL;52017;JOVIANIA;521210
GO;SUL;52017;MORRINHOS;521380
GO;SUL;52017;PANAMA;521600
GO;SAO PATRICIO II;52018;BARRO ALTO;520320
GO;SAO PATRICIO II;52018;GOIANESIA;520860
GO;SAO PATRICIO II;52018;ITAGUARU;521060
GO;SAO PATRICIO II;52018;JARAGUA;521180
GO;SAO PATRICIO II;52018;MIMOSO DE GOIAS;521305
GO;SAO PATRICIO II;52018;PADRE BERNARDO;521560
GO;SAO PATRICIO II;52018;SANTA RITA DO NOVO DESTINO;521945
GO;SAO PATRICIO II;52018;VILA PROPICIO;522230
MA;ACAILANDIA;21001;ACAILANDIA;210005
MA;ACAILANDIA;21001;BOM JESUS DAS SELVAS;210203
MA;ACAILANDIA;21001;BURITICUPU;210232
MA;ACAILANDIA;21001;CIDELANDIA;210325
MA;ACAILANDIA;21001;ITINGA DO MARANHAO;210542
MA;ACAILANDIA;21001;SAO FRANCISCO DO BREJAO;211085
MA;ACAILANDIA;21001;SAO PEDRO DA AGUA BRANCA;211153
MA;ACAILANDIA;21001;VILA NOVA DOS MARTIRIOS;211285
MA;BACABAL;21002;ALTAMIRA DO MARANHAO;210040
MA;BACABAL;21002;BACABAL;210120
MA;BACABAL;21002;BOM LUGAR;210207
MA;BACABAL;21002;BREJO DE AREIA;210215
MA;BACABAL;21002;CONCEICAO DO LAGO-ACU;210355
MA;BACABAL;21002;LAGO VERDE;210590
MA;BACABAL;21002;MARAJA DO SENA;210635
MA;BACABAL;21002;OLHO D'AGUA DAS CUNHAS;210740
MA;BACABAL;21002;PAULO RAMOS;210810
MA;BACABAL;21002;SAO LUIS GONZAGA DO MARANHAO;211140
MA;BACABAL;21002;VITORINO FREIRE;211300
MA;BALSAS;21003;ALTO PARNAIBA;210050
MA;BALSAS;21003;BALSAS;210140
MA;BALSAS;21003;FEIRA NOVA DO MARANHAO;210407
MA;BALSAS;21003;FORMOSA DA SERRA NEGRA;210409
MA;BALSAS;21003;FORTALEZA DOS NOGUEIRAS;210410
MA;BALSAS;21003;LORETO;210610
MA;BALSAS;21003;NOVA COLINAS;210725
MA;BALSAS;21003;RIACHAO;210950
MA;BALSAS;21003;SAMBAIBA;210970
MA;BALSAS;21003;SAO FELIX DE BALSAS;211080
MA;BALSAS;21003;SAO PEDRO DOS CRENTES;211157
MA;BALSAS;21003;SAO RAIMUNDO DAS MANGABEIRAS;211160
MA;BALSAS;21003;TASSO FRAGOSO;211200
MA;BARRA DO CORDA;21004;ARAME;210095
MA;BARRA DO CORDA;21004;BARRA DO CORDA;210160
MA;BARRA DO CORDA;21004;FERNANDO FALCAO;210408
MA;BARRA DO CORDA;21004;GRAJAU;210480
MA;BARRA DO CORDA;21004;ITAIPAVA DO GRAJAU;210535
MA;BARRA DO CORDA;21004;JENIPAPO DOS VIEIRAS;210547
MA;CAXIAS;21005;AFONSO CUNHA;210010
MA;CAXIAS;21005;ALDEIAS ALTAS;210030
MA;CAXIAS;21005;BURITI;210220
MA;CAXIAS;21005;CAXIAS;210300
MA;CAXIAS;21005;COELHO NETO;210340
MA;CAXIAS;21005;DUQUE BACELAR;210390
MA;CAXIAS;21005;SAO JOAO DO SOTER;211107
MA;CHAPADINHA;21006;AGUA DOCE DO MARANHAO;210015
MA;CHAPADINHA;21006;ANAPURUS;210080
MA;CHAPADINHA;21006;ARAIOSES;210090
MA;CHAPADINHA;21006;BREJO;210210
MA;CHAPADINHA;21006;CHAPADINHA;210320
MA;CHAPADINHA;21006;MAGALHAES DE ALMEIDA;210630
MA;CHAPADINHA;21006;MATA ROMA;210640
MA;CHAPADINHA;21006;MILAGRES DO MARANHAO;210667
MA;CHAPADINHA;21006;PAULINO NEVES;210805
MA;CHAPADINHA;21006;SANTA QUITERIA DO MARANHAO;211010
MA;CHAPADINHA;21006;SANTANA DO MARANHAO;211023
MA;CHAPADINHA;21006;SAO BERNARDO;211060
MA;CHAPADINHA;21006;TUTOIA;211250
MA;CODO;21007;ALTO ALEGRE DO MARANHAO;210043
MA;CODO;21007;CODO;210330
MA;CODO;21007;COROATA;210360
MA;CODO;21007;PERITORO;210845
MA;CODO;21007;SAO MATEUS DO MARANHAO;211150
MA;CODO;21007;TIMBIRAS;211210
MA;IMPERATRIZ;21008;AMARANTE DO MARANHAO;210060
MA;IMPERATRIZ;21008;BURITIRANA;210235
MA;IMPERATRIZ;21008;CAMPESTRE DO MARANHAO;210255
MA;IMPERATRIZ;21008;CAROLINA;210280
MA;IMPERATRIZ;21008;DAVINOPOLIS;210375
MA;IMPERATRIZ;21008;ESTREITO;210405
MA;IMPERATRIZ;21008;GOVERNADOR EDISON LOBAO;210455
MA;IMPERATRIZ;21008;IMPERATRIZ;210530
MA;IMPERATRIZ;21008;JOAO LISBOA;210550
MA;IMPERATRIZ;21008;LAJEADO NOVO;210598
MA;IMPERATRIZ;21008;MONTES ALTOS;210700
MA;IMPERATRIZ;21008;PORTO FRANCO;210900
MA;IMPERATRIZ;21008;RIBAMAR FIQUENE;210955
MA;IMPERATRIZ;21008;SAO JOAO DO PARAISO;211105
MA;IMPERATRIZ;21008;SENADOR LA ROCQUE;211176
MA;IMPERATRIZ;21008;SITIO NOVO;211180
MA;ITAPECURU MIRIM;21009;ANAJATUBA;210070
MA;ITAPECURU MIRIM;21009;ARARI;210100
MA;ITAPECURU MIRIM;21009;BELAGUA;210173
MA;ITAPECURU MIRIM;21009;CANTANHEDE;210270
MA;ITAPECURU MIRIM;21009;ITAPECURU MIRIM;210540
MA;ITAPECURU MIRIM;21009;MATOES DO NORTE;210663
MA;ITAPECURU MIRIM;21009;MIRANDA DO NORTE;210675
MA;ITAPECURU MIRIM;21009;NINA RODRIGUES;210720
MA;ITAPECURU MIRIM;21009;PIRAPEMAS;210880
MA;ITAPECURU MIRIM;21009;PRESIDENTE VARGAS;210930
MA;ITAPECURU MIRIM;21009;SAO BENEDITO DO RIO PRETO;211040
MA;ITAPECURU MIRIM;21009;URBANO SANTOS;211260
MA;ITAPECURU MIRIM;21009;VARGEM GRANDE;211270
MA;ITAPECURU MIRIM;21009;VITORIA DO MEARIM;211290
MA;PEDREIRAS;21010;BERNARDO DO MEARIM;210193
MA;PEDREIRAS;21010;ESPERANTINOPOLIS;210400
MA;PEDREIRAS;21010;IGARAPE GRANDE;210520
MA;PEDREIRAS;21010;LAGO DA PEDRA;210570
MA;PEDREIRAS;21010;LAGO DO JUNCO;210580
MA;PEDREIRAS;21010;LAGO DOS RODRIGUES;210594
MA;PEDREIRAS;21010;LAGOA GRANDE DO MARANHAO;210596
MA;PEDREIRAS;21010;LIMA CAMPOS;210600
MA;PEDREIRAS;21010;PEDREIRAS;210820
MA;PEDREIRAS;21010;POCAO DE PEDRAS;210890
MA;PEDREIRAS;21010;SAO RAIMUNDO DO DOCA BEZERRA;211163
MA;PEDREIRAS;21010;SAO ROBERTO;211167
MA;PEDREIRAS;21010;TRIZIDELA DO VALE;211223
MA;PINHEIRO;21011;APICUM-ACU;210083
MA;PINHEIRO;21011;BACURI;210130
MA;PINHEIRO;21011;BEQUIMAO;210190
MA;PINHEIRO;21011;CEDRAL;210310
MA;PINHEIRO;21011;CENTRAL DO MARANHAO;210312
MA;PINHEIRO;21011;CURURUPU;210370
MA;PINHEIRO;21011;GUIMARAES;210490
MA;PINHEIRO;21011;MIRINZAL;210680
MA;PINHEIRO;21011;PEDRO DO ROSARIO;210825
MA;PINHEIRO;21011;PERI MIRIM;210840
MA;PINHEIRO;21011;PINHEIRO;210860
MA;PINHEIRO;21011;PORTO RICO DO MARANHAO;210905
MA;PINHEIRO;21011;PRESIDENTE SARNEY;210927
MA;PINHEIRO;21011;SANTA HELENA;210980
MA;PINHEIRO;21011;SERRANO DO MARANHAO;211178
MA;PINHEIRO;21011;TURIACU;211240
MA;PINHEIRO;21011;TURILANDIA;211245
MA;PRESIDENTE DUTRA;21012;CAPINZAL DO NORTE;210275
MA;PRESIDENTE DUTRA;21012;DOM PEDRO;210380
MA;PRESIDENTE DUTRA;21012;FORTUNA;210420
MA;PRESIDENTE DUTRA;21012;GONCALVES DIAS;210440
MA;PRESIDENTE DUTRA;21012;GOVERNADOR ARCHER;210450
MA;PRESIDENTE DUTRA;21012;GOVERNADOR EUGENIO BARROS;210460
MA;PRESIDENTE DUTRA;21012;GOVERNADOR LUIZ ROCHA;210462
MA;PRESIDENTE DUTRA;21012;GRACA ARANHA;210470
MA;PRESIDENTE DUTRA;21012;JOSELANDIA;210560
MA;PRESIDENTE DUTRA;21012;PRESIDENTE DUTRA;210910
MA;PRESIDENTE DUTRA;21012;SANTA FILOMENA DO MARANHAO;210975
MA;PRESIDENTE DUTRA;21012;SANTO ANTONIO DOS LOPES;211030
MA;PRESIDENTE DUTRA;21012;SAO DOMINGOS DO MARANHAO;211070
MA;PRESIDENTE DUTRA;21012;SAO JOSE DOS BASILIOS;211125
MA;PRESIDENTE DUTRA;21012;SENADOR ALEXANDRE COSTA;211174
MA;PRESIDENTE DUTRA;21012;TUNTUM;211230
MA;ROSARIO;21013;AXIXA;210110
MA;ROSARIO;21013;BACABEIRA;210125
MA;ROSARIO;21013;BARREIRINHAS;210170
MA;ROSARIO;21013;CACHOEIRA GRANDE;210237
MA;ROSARIO;21013;HUMBERTO DE CAMPOS;210500
MA;ROSARIO;21013;ICATU;210510
MA;ROSARIO;21013;MORROS;210710
MA;ROSARIO;21013;PRESIDENTE JUSCELINO;210920
MA;ROSARIO;21013;PRIMEIRA CRUZ;210940
MA;ROSARIO;21013;ROSARIO;210960
MA;ROSARIO;21013;SANTA RITA;211020
MA;ROSARIO;21013;SANTO AMARO DO MARANHAO;211027
MA;SANTA INES;21014;ALTO ALEGRE DO PINDARE;210047
MA;SANTA INES;21014;BELA VISTA DO MARANHAO;210177
MA;SANTA INES;21014;BOM JARDIM;210200
MA;SANTA INES;21014;GOVERNADOR NEWTON BELLO;210465
MA;SANTA INES;21014;IGARAPE DO MEIO;210515
MA;SANTA INES;21014;MONCAO;210690
MA;SANTA INES;21014;PINDARE-MIRIM;210850
MA;SANTA INES;21014;PIO XII;210870
MA;SANTA INES;21014;SANTA INES;210990
MA;SANTA INES;21014;SANTA LUZIA;211000
MA;SANTA INES;21014;SAO JOAO DO CARU;211102
MA;SANTA INES;21014;SATUBINHA;211172
MA;SANTA INES;21014;TUFILANDIA;211227
MA;SAO JOAO DOS PATOS;21015;BARAO DE GRAJAU;210150
MA;SAO JOAO DOS PATOS;21015;BENEDITO LEITE;210180
MA;SAO JOAO DOS PATOS;21015;BURITI BRAVO;210230
MA;SAO JOAO DOS PATOS;21015;COLINAS;210350
MA;SAO JOAO DOS PATOS;21015;JATOBA;210545
MA;SAO JOAO DOS PATOS;21015;LAGOA DO MATO;210592
MA;SAO JOAO DOS PATOS;21015;MIRADOR;210670
MA;SAO JOAO DOS PATOS;21015;NOVA IORQUE;210730
MA;SAO JOAO DOS PATOS;21015;PARAIBANO;210770
MA;SAO JOAO DOS PATOS;21015;PASSAGEM FRANCA;210790
MA;SAO JOAO DOS PATOS;21015;PASTOS BONS;210800
MA;SAO JOAO DOS PATOS;21015;SAO DOMINGOS DO AZEITAO;211065
MA;SAO JOAO DOS PATOS;21015;SAO JOAO DOS PATOS;211110
MA;SAO JOAO DOS PATOS;21015;SUCUPIRA DO NORTE;211190
MA;SAO JOAO DOS PATOS;21015;SUCUPIRA DO RIACHAO;211195
MA;SAO LUIS;21016;ALCANTARA;210020
MA;SAO LUIS;21016;PACO DO LUMIAR;210750
MA;SAO LUIS;21016;RAPOSA;210945
MA;SAO LUIS;21016;SAO JOSE DE RIBAMAR;211120
MA;SAO LUIS;21016;SAO LUIS;211130
MA;TIMON;21017;MATOES;210660
MA;TIMON;21017;PARNARAMA;210780
MA;TIMON;21017;SAO FRANCISCO DO MARANHAO;211090
MA;TIMON;21017;TIMON;211220
MA;VIANA;21018;BACURITUBA;210135
MA;VIANA;21018;CAJAPIO;210240
MA;VIANA;21018;CAJARI;210250
MA;VIANA;21018;MATINHA;210650
MA;VIANA;21018;OLINDA NOVA DO MARANHAO;210745
MA;VIANA;21018;PALMEIRANDIA;210760
MA;VIANA;21018;PENALVA;210830
MA;VIANA;21018;SAO BENTO;211050
MA;VIANA;21018;SAO JOAO BATISTA;211100
MA;VIANA;21018;SAO VICENTE FERRER;211170
MA;VIANA;21018;VIANA;211280
MA;ZE DOCA;21019;AMAPA DO MARANHAO;210055
MA;ZE DOCA;21019;ARAGUANA;210087
MA;ZE DOCA;21019;BOA VISTA DO GURUPI;210197
MA;ZE DOCA;21019;CANDIDO MENDES;210260
MA;ZE DOCA;21019;CARUTAPERA;210290
MA;ZE DOCA;21019;CENTRO DO GUILHERME;210315
MA;ZE DOCA;21019;CENTRO NOVO DO MARANHAO;210317
MA;ZE DOCA;21019;GODOFREDO VIANA;210430
MA;ZE DOCA;21019;GOVERNADOR NUNES FREIRE;210467
MA;ZE DOCA;21019;JUNCO DO MARANHAO;210565
MA;ZE DOCA;21019;LUIS DOMINGUES;210620
MA;ZE DOCA;21019;MARACACUME;210632
MA;ZE DOCA;21019;MARANHAOZINHO;210637
MA;ZE DOCA;21019;NOVA OLINDA DO MARANHAO;210735
MA;ZE DOCA;21019;PRESIDENTE MEDICI;210923
MA;ZE DOCA;21019;SANTA LUZIA DO PARUA;211003
MA;ZE DOCA;21019;ZE DOCA;211400
MG;ALFENAS/MACHADO;31001;ALFENAS;310160
MG;ALFENAS/MACHADO;31001;ALTEROSA;310200
MG;ALFENAS/MACHADO;31001;AREADO;310430
MG;ALFENAS/MACHADO;31001;BANDEIRA DO SUL;310530
MG;ALFENAS/MACHADO;31001;BOTELHOS;310840
MG;ALFENAS/MACHADO;31001;CAMPESTRE;311100
MG;ALFENAS/MACHADO;31001;CAMPO DO MEIO;311130
MG;ALFENAS/MACHADO;31001;CAMPOS GERAIS;311160
MG;ALFENAS/MACHADO;31001;CARVALHOPOLIS;311470
MG;ALFENAS/MACHADO;31001;CONCEICAO DA APARECIDA;311710
MG;ALFENAS/MACHADO;31001;DIVISA NOVA;312240
MG;ALFENAS/MACHADO;31001;FAMA;312520
MG;ALFENAS/MACHADO;31001;MACHADO;313900
MG;ALFENAS/MACHADO;31001;PARAGUACU;314720
MG;ALFENAS/MACHADO;31001;POCO FUNDO;315170
MG;ALFENAS/MACHADO;31001;SERRANIA;316690
MG;GUAXUPE;31002;ARCEBURGO;310410
MG;GUAXUPE;31002;CABO VERDE;310950
MG;GUAXUPE;31002;GUARANESIA;312830
MG;GUAXUPE;31002;GUAXUPE;312870
MG;GUAXUPE;31002;JURUAIA;313690
MG;GUAXUPE;31002;MONTE BELO;314300
MG;GUAXUPE;31002;MUZAMBINHO;314410
MG;GUAXUPE;31002;SAO PEDRO DA UNIAO;316390
MG;ITAJUBA;31003;BRAZOPOLIS;310890
MG;ITAJUBA;31003;CONCEICAO DAS PEDRAS;311720
MG;ITAJUBA;31003;CONSOLACAO;311850
MG;ITAJUBA;31003;DELFIM MOREIRA;312110
MG;ITAJUBA;31003;GONCALVES;312740
MG;ITAJUBA;31003;ITAJUBA;313240
MG;ITAJUBA;31003;MARIA DA FE;313990
MG;ITAJUBA;31003;MARMELOPOLIS;314040
MG;ITAJUBA;31003;PARAISOPOLIS;314730
MG;ITAJUBA;31003;PEDRALVA;314910
MG;ITAJUBA;31003;PIRANGUCU;315090
MG;ITAJUBA;31003;PIRANGUINHO;315100
MG;ITAJUBA;31003;SAO JOSE DO ALEGRE;316320
MG;ITAJUBA;31003;SAPUCAI-MIRIM;316540
MG;ITAJUBA;31003;WENCESLAU BRAZ;317220
MG;LAVRAS;31004;CARRANCAS;311460
MG;LAVRAS;31004;IJACI;313040
MG;LAVRAS;31004;INGAI;313080
MG;LAVRAS;31004;ITUMIRIM;313430
MG;LAVRAS;31004;ITUTINGA;313450
MG;LAVRAS;31004;LAVRAS;313820
MG;LAVRAS;31004;LUMINARIAS;313870
MG;LAVRAS;31004;NEPOMUCENO;314460
MG;LAVRAS;31004;PERDOES;314990
MG;LAVRAS;31004;RIBEIRAO VERMELHO;315470
MG;POCOS DE CALDAS;31006;ALBERTINA;310140
MG;POCOS DE CALDAS;31006;ANDRADAS;310260
MG;POCOS DE CALDAS;31006;CALDAS;311030
MG;POCOS DE CALDAS;31006;IBITIURA DE MINAS;312990
MG;POCOS DE CALDAS;31006;POCOS DE CALDAS;315180
MG;POCOS DE CALDAS;31006;SANTA RITA DE CALDAS;315920
MG;POUSO ALEGRE;31007;BOM REPOUSO;310790
MG;POUSO ALEGRE;31007;BORDA DA MATA;310830
MG;POUSO ALEGRE;31007;BUENO BRANDAO;310910
MG;POUSO ALEGRE;31007;CACHOEIRA DE MINAS;310970
MG;POUSO ALEGRE;31007;CAMANDUCAIA;311050
MG;POUSO ALEGRE;31007;CAMBUI;311060
MG;POUSO ALEGRE;31007;CAREACU;311360
MG;POUSO ALEGRE;31007;CONCEICAO DOS OUROS;311780
MG;POUSO ALEGRE;31007;CONGONHAL;311790
MG;POUSO ALEGRE;31007;CORREGO DO BOM JESUS;311990
MG;POUSO ALEGRE;31007;ESPIRITO SANTO DO DOURADO;312440
MG;POUSO ALEGRE;31007;ESTIVA;312450
MG;POUSO ALEGRE;31007;EXTREMA;312510
MG;POUSO ALEGRE;31007;HELIODORA;312920
MG;POUSO ALEGRE;31007;INCONFIDENTES;313060
MG;POUSO ALEGRE;31007;IPUIUNA;313150
MG;POUSO ALEGRE;31007;ITAPEVA;313360
MG;POUSO ALEGRE;31007;JACUTINGA;313490
MG;POUSO ALEGRE;31007;MONTE SIAO;314340
MG;POUSO ALEGRE;31007;MUNHOZ;314380
MG;POUSO ALEGRE;31007;NATERCIA;314440
MG;POUSO ALEGRE;31007;OURO FINO;314600
MG;POUSO ALEGRE;31007;POUSO ALEGRE;315250
MG;POUSO ALEGRE;31007;SANTA RITA DO SAPUCAI;315960
MG;POUSO ALEGRE;31007;SAO JOAO DA MATA;316230
MG;POUSO ALEGRE;31007;SAO SEBASTIAO DA BELA VISTA;316440
MG;POUSO ALEGRE;31007;SENADOR AMARAL;316557
MG;POUSO ALEGRE;31007;SENADOR JOSE BENTO;316580
MG;POUSO ALEGRE;31007;SILVIANOPOLIS;316740
MG;POUSO ALEGRE;31007;TOCOS DO MOJI;316905
MG;POUSO ALEGRE;31007;TOLEDO;316910
MG;POUSO ALEGRE;31007;TURVOLANDIA;316980
MG;SAO LOURENCO;31008;AIURUOCA;310120
MG;SAO LOURENCO;31008;ALAGOA;310130
MG;SAO LOURENCO;31008;BAEPENDI;310490
MG;SAO LOURENCO;31008;CARMO DE MINAS;311410
MG;SAO LOURENCO;31008;CARVALHOS;311480
MG;SAO LOURENCO;31008;CAXAMBU;311550
MG;SAO LOURENCO;31008;CONCEICAO DO RIO VERDE;311770
MG;SAO LOURENCO;31008;CRISTINA;312050
MG;SAO LOURENCO;31008;CRUZILIA;312080
MG;SAO LOURENCO;31008;DOM VICOSO;312280
MG;SAO LOURENCO;31008;ITAMONTE;313300
MG;SAO LOURENCO;31008;ITANHANDU;313310
MG;SAO LOURENCO;31008;JESUANIA;313590
MG;SAO LOURENCO;31008;LAMBARI;313780
MG;SAO LOURENCO;31008;MINDURI;314190
MG;SAO LOURENCO;31008;OLIMPIO NORONHA;314550
MG;SAO LOURENCO;31008;PASSA QUATRO;314760
MG;SAO LOURENCO;31008;POUSO ALTO;315260
MG;SAO LOURENCO;31008;SAO LOURENCO;316370
MG;SAO LOURENCO;31008;SAO SEBASTIAO DO RIO VERDE;316490
MG;SAO LOURENCO;31008;SERITINGA;316640
MG;SAO LOURENCO;31008;SERRANOS;316700
MG;SAO LOURENCO;31008;SOLEDADE DE MINAS;316780
MG;SAO LOURENCO;31008;VIRGINIA;317170
MG;SAO SEBASTIAO DO PARAISO;31009;ITAMOGI;313290
MG;SAO SEBASTIAO DO PARAISO;31009;JACUI;313480
MG;SAO SEBASTIAO DO PARAISO;31009;MONTE SANTO DE MINAS;314320
MG;SAO SEBASTIAO DO PARAISO;31009;PRATAPOLIS;315290
MG;SAO SEBASTIAO DO PARAISO;31009;SAO SEBASTIAO DO PARAISO;316470
MG;SAO SEBASTIAO DO PARAISO;31009;SAO TOMAS DE AQUINO;316510
MG;TRES CORACOES;31010;CAMBUQUIRA;311070
MG;TRES CORACOES;31010;CARMO DA CACHOEIRA;311390
MG;TRES CORACOES;31010;SAO BENTO ABADE;316080
MG;TRES CORACOES;31010;SAO THOME DAS LETRAS;316520
MG;TRES CORACOES;31010;TRES CORACOES;316930
MG;TRES PONTAS;31011;BOA ESPERANCA;310710
MG;TRES PONTAS;31011;COQUEIRAL;311870
MG;TRES PONTAS;31011;ILICINEA;313050
MG;TRES PONTAS;31011;SANTANA DA VARGEM;315830
MG;TRES PONTAS;31011;TRES PONTAS;316940
MG;VARGINHA;31012;CAMPANHA;311090
MG;VARGINHA;31012;CORDISLANDIA;311900
MG;VARGINHA;31012;ELOI MENDES;312360
MG;VARGINHA;31012;MONSENHOR PAULO;314260
MG;VARGINHA;31012;SAO GONCALO DO SAPUCAI;316200
MG;VARGINHA;31012;VARGINHA;317070
MG;BARBACENA;31013;ALFREDO VASCONCELOS;310163
MG;BARBACENA;31013;ALTO RIO DOCE;310210
MG;BARBACENA;31013;ANTONIO CARLOS;310290
MG;BARBACENA;31013;BARBACENA;310560
MG;BARBACENA;31013;CAPELA NOVA;311220
MG;BARBACENA;31013;CARANDAI;311320
MG;BARBACENA;31013;CIPOTANEA;311630
MG;BARBACENA;31013;DESTERRO DO MELO;312150
MG;BARBACENA;31013;IBERTIOGA;312940
MG;BARBACENA;31013;PAIVA;314660
MG;BARBACENA;31013;RESSAQUINHA;315440
MG;BARBACENA;31013;SANTA BARBARA DO TUGURIO;315730
MG;BARBACENA;31013;SANTA RITA DE IBITIPOCA;315940
MG;BARBACENA;31013;SANTANA DO GARAMBEU;315870
MG;BARBACENA;31013;SENHORA DOS REMEDIOS;316620
MG;SAO JOAO DEL REI;31015;BARROSO;310590
MG;SAO JOAO DEL REI;31015;BOM SUCESSO;310800
MG;SAO JOAO DEL REI;31015;CONCEICAO DA BARRA DE MINAS;311520
MG;SAO JOAO DEL REI;31015;CORONEL XAVIER CHAVES;311970
MG;SAO JOAO DEL REI;31015;DORES DE CAMPOS;312300
MG;SAO JOAO DEL REI;31015;IBITURUNA;313000
MG;SAO JOAO DEL REI;31015;LAGOA DOURADA;313740
MG;SAO JOAO DEL REI;31015;MADRE DE DEUS DE MINAS;313910
MG;SAO JOAO DEL REI;31015;NAZARENO;314450
MG;SAO JOAO DEL REI;31015;PIEDADE DO RIO GRANDE;315030
MG;SAO JOAO DEL REI;31015;PRADOS;315270
MG;SAO JOAO DEL REI;31015;RESENDE COSTA;315420
MG;SAO JOAO DEL REI;31015;RITAPOLIS;315610
MG;SAO JOAO DEL REI;31015;SANTA CRUZ DE MINAS;315733
MG;SAO JOAO DEL REI;31015;SAO JOAO DEL REI;316250
MG;SAO JOAO DEL REI;31015;SAO TIAGO;316500
MG;SAO JOAO DEL REI;31015;SAO VICENTE DE MINAS;316530
MG;SAO JOAO DEL REI;31015;TIRADENTES;316880
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;BELO HORIZONTE;310620
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;BELO VALE;310640
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;CAETE;311000
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;JABOTICATUBAS;313460
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;MOEDA;314230
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;NOVA LIMA;314480
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;NOVA UNIAO;313660
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;RAPOSOS;315390
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;RIBEIRAO DAS NEVES;315460
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;RIO ACIMA;315480
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;SABARA;315670
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;SANTA LUZIA;315780
MG;BELO HORIZONTE/NOVA LIMA/SANTA LUZIA;31016;TAQUARACU DE MINAS;316830
MG;BETIM;31017;BETIM;310670
MG;BETIM;31017;BONFIM;310810
MG;BETIM;31017;BRUMADINHO;310900
MG;BETIM;31017;CRUCILANDIA;312060
MG;BETIM;31017;ESMERALDAS;312410
MG;BETIM;31017;FLORESTAL;312600
MG;BETIM;31017;IGARAPE;313010
MG;BETIM;31017;JUATUBA;313665
MG;BETIM;31017;MARIO CAMPOS;314015
MG;BETIM;31017;MATEUS LEME;314070
MG;BETIM;31017;PIEDADE DOS GERAIS;315040
MG;BETIM;31017;RIO MANSO;315530
MG;BETIM;31017;SAO JOAQUIM DE BICAS;316292
MG;CONTAGEM;31018;CONTAGEM;311860
MG;CONTAGEM;31018;IBIRITE;312980
MG;CONTAGEM;31018;SARZEDO;316553
MG;CURVELO;31019;AUGUSTO DE LIMA;310480
MG;CURVELO;31019;BUENOPOLIS;310920
MG;CURVELO;31019;CORINTO;311910
MG;CURVELO;31019;CURVELO;312090
MG;CURVELO;31019;FELIXLANDIA;312570
MG;CURVELO;31019;INIMUTABA;313110
MG;CURVELO;31019;MONJOLOS;314250
MG;CURVELO;31019;MORRO DA GARCA;314360
MG;CURVELO;31019;PRESIDENTE JUSCELINO;315320
MG;CURVELO;31019;SANTO HIPOLITO;316060
MG;CURVELO;31019;TRES MARIAS;316935
MG;GUANHAES;31020;CARMESIA;311380
MG;GUANHAES;31020;DOM JOAQUIM;312260
MG;GUANHAES;31020;DORES DE GUANHAES;312310
MG;GUANHAES;31020;GUANHAES;312800
MG;GUANHAES;31020;MATERLANDIA;314060
MG;GUANHAES;31020;RIO VERMELHO;315600
MG;GUANHAES;31020;SABINOPOLIS;315680
MG;GUANHAES;31020;SENHORA DO PORTO;316610
MG;GUANHAES;31020;VIRGINOPOLIS;317180
MG;ITABIRA;31021;BARAO DE COCAIS;310540
MG;ITABIRA;31021;BOM JESUS DO AMPARO;310770
MG;ITABIRA;31021;CATAS ALTAS;311535
